"","deputat","partia","perc_for","votes_for","year","tvo","oblast","tvo_pres","pres_candidate","pres_perc_for","pres_votes_for"
"577","Чернецький Юрій Анатолійович","самовисування",0.1,32,2014,59,"Донецька область",60,"NA",0,0
"578","Лубінець Дмитро Валерійович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",43.58,14400,2014,60,"Донецька область",61,"Порошенко",32.1571953633022,5687
"579","Риженков Олександр Миколайович","самовисування",30.79,10176,2014,60,"Донецька область",61,"NA",0,0
"580","Волонець Дмитро Федорович","самовисування",6.92,2287,2014,60,"Донецька область",61,"NA",0,0
"581","Бевзенко Валерій Федорович","самовисування",5.77,1909,2014,60,"Донецька область",61,"NA",0,0
"582","Лаппа Олександр Володимирович","Партія Сергія Тігіпка ""Сильна Україна""",3.57,1180,2014,60,"Донецька область",61,"NA",0,0
"583","Мольгун Олександр Васильович","Радикальна Партія Олега Ляшка",1.77,586,2014,60,"Донецька область",61,"Ляшко",2.40316652530393,425
"584","Коровін Сергій Геннадійович","Політична партія ""НАРОДНИЙ ФРОНТ""",1.6,529,2014,60,"Донецька область",61,"NA",0,0
"585","Поплавський Олег Петрович","самовисування",1.34,446,2014,60,"Донецька область",61,"NA",0,0
"586","Дориченко Денис Юрійович","політична партія Всеукраїнське об’єднання ""Свобода""",0.99,329,2014,60,"Донецька область",61,"Тягнибок",0.65592309867119,116
"587","Обідченко Сергій Олександрович","політична партія Всеукраїнське об’єднання ""Батьківщина""",0.95,315,2014,60,"Донецька область",61,"Тимошенко",8.2329657902177,1456
"588","Рибачук Костянтин Володимирович","самовисування",0.69,228,2014,60,"Донецька область",61,"NA",0,0
"589","Білозір Ярослав Романович","самовисування",0.65,217,2014,60,"Донецька область",61,"NA",0,0
"590","Щебетун Катерина Іванівна","самовисування",0.53,176,2014,60,"Донецька область",61,"NA",0,0
"591","Буглак Олександр Іванович","самовисування",0.43,145,2014,60,"Донецька область",61,"NA",0,0
"592","Кузьмін-Караваєв Олексій Віталійович","самовисування",0.21,72,2014,60,"Донецька область",61,"NA",0,0
"593","Ущапівський Дмитро Володимирович","самовисування",0.14,47,2014,60,"Донецька область",61,"NA",0,0
